Full_Name,Email,Phone,Address,Order_Date,Product,Price,Quantity,Remarks
Raj Reddy,,8859499151,Bangalore!!!,28-10-2022,Laptop,31876.69,10,urgent!!!
Anu Singh,user285@example.com,6069740885,  Bangalore  ,01-11-2024,Mobile,3100.72,9,deliver fast!!!
Kiran Reddy,user334@example.com,,Mumbai!!!,16-02-2022,Mobile,34761.5,10,  review  
Anu Reddy,user300@example.com,6830182862,Chennai!!!,02-10-2023,Camera,44693.38,2,review!!!
Raj Das,user218@example.com,6570962018,Bangalore!!!,19-07-2025,Mobile,25198.37,3,  ok  
Kiran Kumar,user307@example.com,,Chennai!!!,28-04-2021,Tablet,27605.66,2,  review  
Kiran Sharma,user384@example.com,8424254059,  Mumbai  ,14-01-2021,Camera,26315.53,5,     
John Das,user125@example.com,9654168459,Hyderabad!!!,15-10-2021,Headphones,39030.84,2,deliver fast!!!
Anu Das,user92@example.com,9293902530,  Bangalore  ,01-06-2021,Mobile,22041.89,7,     
John Sharma,user411@example.com,6917758994,  Chennai  ,19-01-2025,Tablet,45909.54,10,urgent!!!
Meena Sharma,user378@example.com,6154285364,Bangalore!!!,12-07-2021,Headphones,23357.62,3,  ok  
John Kumar,user52@example.com,7477173820,  Chennai  ,17-03-2023,Camera,28531.73,2,  ok  
Raj Kumar,user370@example.com,,  Chennai  ,07-03-2025,Tablet,36543.91,1, !!!
Anu Sharma,user494@example.com,7350375208,Chennai!!!,05-07-2023,Laptop,47961.84,1,ok!!!
Kiran Sharma,user234@example.com,,  Delhi  ,01-11-2023,Mobile,37817.22,8, !!!
John Sharma,user257@example.com,8678312145,Hyderabad!!!,05-07-2025,Camera,14265.3,7,review!!!
Raj Sharma,user475@example.com,9740896989,  Mumbai  ,12-05-2024,Camera,24357.82,3, !!!
John Reddy,user196@example.com,,Delhi!!!,08-07-2024,Camera,36842.71,9,  review  
Kiran Kumar,user431@example.com,7308696846,Bangalore!!!,22-06-2024,Headphones,44580.75,9,  deliver fast  
Meena Singh,user322@example.com,7650527493,Delhi!!!,09-10-2020,Mobile,21144.91,7,  deliver fast  
Anu Singh,user461@example.com,7238089024,Mumbai!!!,07-06-2023,Mobile,32058.35,9,  review  
John Singh,user190@example.com,7436819677,Mumbai!!!,06-12-2021,Camera,5062.48,10,urgent!!!
Raj Kumar,user465@example.com,,Delhi!!!,26-05-2024,Camera,20501.79,2,  deliver fast  
Anu Reddy,user61@example.com,7369155695,Bangalore!!!,25-04-2023,Tablet,18561.18,3,urgent!!!
Kiran Reddy,user136@example.com,7438346270,Bangalore!!!,12-03-2021,Camera,1368.04,3,  ok  
Meena Das,user257@example.com,9553293984,Chennai!!!,08-04-2021,Mobile,28469.82,7,  deliver fast  
Meena Das,user211@example.com,6352631812,  Delhi  ,17-12-2020,Headphones,16108.4,10,  ok  
Anu Reddy,user367@example.com,,Bangalore!!!,01-05-2021,Camera,39899.64,5, !!!
Kiran Singh,user481@example.com,9828374720,  Bangalore  ,19-10-2024,Headphones,24716.12,4,  review  
Kiran Das,user322@example.com,9144063761,Mumbai!!!,25-06-2025,Tablet,27523.91,7, !!!
John Reddy,user95@example.com,8107029631,Hyderabad!!!,21-12-2025,Laptop,5674.2,10,deliver fast!!!
Meena Kumar,user114@example.com,9704139604,  Bangalore  ,07-12-2021,Mobile,32717.16,5,deliver fast!!!
John Singh,user115@example.com,6057660360,Chennai!!!,05-09-2024,Tablet,34299.64,7,ok!!!
Meena Sharma,user384@example.com,6675005146,Hyderabad!!!,25-12-2025,Headphones,43034.66,3, !!!
John Sharma,,6136596263,  Mumbai  ,15-06-2021,Laptop,36107.77,1,  urgent  
Meena Das,user207@example.com,,  Bangalore  ,01-05-2023,Tablet,26413.24,4,  ok  
John Das,user393@example.com,,  Delhi  ,13-06-2024,Mobile,6338.48,3, !!!
Meena Reddy,user438@example.com,7517826632,  Mumbai  ,05-03-2023,Headphones,28156.46,10,  urgent  
John Kumar,user57@example.com,9503760412,Delhi!!!,09-09-2020,Camera,46419.43,9,  ok  
Kiran Das,user127@example.com,,Delhi!!!,13-06-2022,Laptop,28528.37,5,     
Meena Singh,user195@example.com,8607144331,  Bangalore  ,16-09-2024,Camera,47771.79,5,deliver fast!!!
Kiran Sharma,user219@example.com,,  Mumbai  ,10-09-2020,Laptop,3079.18,9,review!!!
Meena Das,user335@example.com,6011851900,  Bangalore  ,13-10-2023,Mobile,39859.77,6,deliver fast!!!
Meena Reddy,,6574358238,  Delhi  ,20-03-2025,Headphones,43478.5,10, !!!
Meena Reddy,user18@example.com,,  Delhi  ,11-01-2024,Mobile,8881.79,4,deliver fast!!!
Kiran Sharma,user14@example.com,8678278730,  Bangalore  ,28-08-2024,Tablet,42670.7,7,urgent!!!
Kiran Singh,user333@example.com,8735161730,  Chennai  ,22-07-2022,Laptop,13285.97,9,deliver fast!!!
John Das,user467@example.com,,  Delhi  ,28-11-2020,Camera,31615.72,6,urgent!!!
Kiran Sharma,user50@example.com,,  Mumbai  ,09-06-2023,Laptop,44925.09,10,urgent!!!
Meena Sharma,user158@example.com,6903768973,  Mumbai  ,18-07-2023,Laptop,30551.33,1,urgent!!!
Anu Sharma,user277@example.com,9716211474,  Delhi  ,15-01-2020,Mobile,16619.21,1, !!!
Raj Singh,user11@example.com,,  Hyderabad  ,26-02-2020,Camera,26039.78,5,review!!!
Meena Kumar,user374@example.com,8673399281,Hyderabad!!!,22-11-2020,Headphones,30296.6,10,  ok  
John Das,user488@example.com,,  Delhi  ,25-07-2025,Camera,10305.79,8,  ok  
Raj Singh,user265@example.com,,Bangalore!!!,23-09-2024,Headphones,26374.38,9,deliver fast!!!
John Sharma,user23@example.com,6645033514,  Mumbai  ,18-01-2021,Camera,23999.51,3,  review  
Meena Kumar,user156@example.com,6092375740,Chennai!!!,24-01-2023,Tablet,11964.28,6,ok!!!
Anu Kumar,,,Chennai!!!,14-02-2023,Laptop,8937.54,6,  urgent  
Meena Sharma,user275@example.com,6358490174,Bangalore!!!,12-07-2021,Headphones,10973.82,1,  ok  
Kiran Das,,6530223872,  Delhi  ,10-12-2022,Camera,3896.35,10,  deliver fast  
Meena Reddy,user53@example.com,9831883961,Mumbai!!!,03-11-2021,Mobile,8520.43,6,     
Anu Reddy,user54@example.com,6263754874,  Chennai  ,08-03-2024,Headphones,2677.46,7,  deliver fast  
Raj Das,user384@example.com,6563016599,  Mumbai  ,27-02-2021,Mobile,21880.11,9,deliver fast!!!
John Singh,user1@example.com,7369136251,Bangalore!!!,20-11-2022,Mobile,9090.44,1,  urgent  
John Das,user155@example.com,7966707139,Chennai!!!,09-08-2022,Laptop,18694.41,7, !!!
Raj Sharma,,,  Chennai  ,04-09-2024,Tablet,34181.44,4,  deliver fast  
Anu Kumar,user181@example.com,9052515298,Hyderabad!!!,14-12-2022,Camera,32877.47,8,  ok  
Anu Reddy,user475@example.com,8564783008,  Hyderabad  ,18-09-2023,Headphones,25821.78,6,urgent!!!
Meena Das,user208@example.com,8606134157,Bangalore!!!,13-04-2023,Headphones,31458.04,6,deliver fast!!!
Kiran Sharma,user345@example.com,6241270941,Hyderabad!!!,24-03-2020,Tablet,14717.42,6,  urgent  
John Singh,,,  Hyderabad  ,23-06-2024,Headphones,11231.83,7,ok!!!
Meena Reddy,user182@example.com,6168405815,Bangalore!!!,24-12-2022,Camera,39001.48,4,  deliver fast  
Anu Das,user374@example.com,7141325805,  Delhi  ,24-08-2023,Laptop,3598.6,9,     
John Singh,user167@example.com,6189861724,Hyderabad!!!,21-06-2023,Tablet,25504.05,2,urgent!!!
Anu Reddy,user402@example.com,7619129711,  Bangalore  ,02-03-2023,Tablet,18979.96,1, !!!
Meena Reddy,user458@example.com,8057385956,Chennai!!!,19-07-2025,Camera,21088.16,6,urgent!!!
Kiran Reddy,user498@example.com,9136944541,Delhi!!!,27-02-2021,Camera,28059.33,5,deliver fast!!!
Anu Das,user250@example.com,8782468133,Bangalore!!!,16-07-2025,Laptop,37995.15,9,deliver fast!!!
Meena Reddy,user175@example.com,,  Delhi  ,04-06-2020,Camera,44388.26,3,urgent!!!
Meena Kumar,user274@example.com,8718068299,Chennai!!!,16-01-2022,Tablet,40745.29,8,  review  
Raj Sharma,,9642098270,  Chennai  ,08-03-2025,Mobile,31163.29,6,     
Meena Sharma,user170@example.com,8076388014,Mumbai!!!,12-08-2023,Laptop,16433.64,2,  deliver fast  
Anu Singh,user239@example.com,8906298327,  Mumbai  ,13-08-2024,Laptop,9266.91,5,     
Kiran Reddy,user327@example.com,,  Hyderabad  ,23-10-2020,Headphones,12331.88,1,  deliver fast  
Raj Reddy,user112@example.com,6170830233,  Bangalore  ,24-07-2021,Mobile,46189.06,7,urgent!!!
John Kumar,user37@example.com,8791740386,  Chennai  ,19-07-2023,Mobile,34864.95,4,     
Meena Das,,9494935532,  Mumbai  ,04-11-2021,Tablet,27806.63,9,  deliver fast  
Kiran Kumar,user19@example.com,7118190033,Chennai!!!,07-03-2022,Headphones,44250.46,9,urgent!!!
Anu Das,user242@example.com,7128780743,Mumbai!!!,01-04-2024,Mobile,16472.16,5,  review  
Anu Sharma,user464@example.com,7722169485,Delhi!!!,06-03-2022,Camera,2512.59,10,  ok  
John Singh,user92@example.com,7758359924,Mumbai!!!,08-06-2025,Laptop,13966.03,7,urgent!!!
Kiran Reddy,user212@example.com,9155287197,  Mumbai  ,14-12-2020,Camera,43179.28,6, !!!
Anu Kumar,user38@example.com,9268513441,Chennai!!!,08-08-2022,Tablet,47368.24,2,deliver fast!!!
John Kumar,user436@example.com,8800462041,Chennai!!!,01-04-2025,Camera,22609.84,10,  urgent  
Anu Singh,user430@example.com,6174343598,  Delhi  ,16-08-2023,Tablet,6872.41,3,ok!!!
Kiran Reddy,,7694694396,  Hyderabad  ,25-07-2021,Headphones,36092.61,5,ok!!!
Anu Sharma,user327@example.com,,Delhi!!!,17-10-2020,Headphones,7013.55,7,  deliver fast  
Kiran Reddy,user24@example.com,8160845273,  Delhi  ,25-04-2020,Mobile,1015.32,5,deliver fast!!!
Kiran Kumar,user316@example.com,7598664844,Delhi!!!,09-03-2023,Mobile,21659.3,9,deliver fast!!!
Raj Kumar,user109@example.com,9233440688,  Chennai  ,27-07-2023,Headphones,39781.14,4,  ok  
Anu Das,user274@example.com,7478486862,Delhi!!!,23-09-2020,Laptop,44105.5,2,review!!!
Anu Das,user311@example.com,6677410187,Mumbai!!!,12-10-2024,Camera,22297.42,2, !!!
Anu Das,user368@example.com,7199426186,  Chennai  ,12-08-2021,Laptop,26911.96,9,review!!!
Kiran Kumar,,7393379549,  Mumbai  ,22-04-2022,Headphones,45751.33,8, !!!
Meena Reddy,user14@example.com,6050801784,Hyderabad!!!,04-04-2024,Headphones,48614.99,4,urgent!!!
Meena Reddy,user26@example.com,7612921652,  Chennai  ,08-08-2023,Mobile,2951.97,8,  ok  
Kiran Das,user218@example.com,8670111362,Delhi!!!,06-04-2020,Tablet,41058.63,7,review!!!
Anu Reddy,user415@example.com,6690574306,Chennai!!!,09-04-2023,Tablet,41813.9,1,     
Meena Kumar,user211@example.com,6444928675,  Delhi  ,21-06-2022,Camera,33113.72,9,deliver fast!!!
John Kumar,user490@example.com,6138011386,Delhi!!!,10-10-2020,Tablet,19715.76,4,urgent!!!
Anu Singh,user205@example.com,,  Chennai  ,20-08-2020,Camera,19670.42,10,review!!!
Anu Kumar,user466@example.com,9760758190,Delhi!!!,25-07-2025,Headphones,12405.34,5,deliver fast!!!
John Kumar,user145@example.com,8418606581,Chennai!!!,22-08-2024,Headphones,30506.3,7, !!!
Anu Das,user342@example.com,9937528913,Bangalore!!!,24-11-2023,Laptop,24729.69,4,  urgent  
Raj Kumar,user224@example.com,6579942417,Delhi!!!,23-07-2020,Camera,7089.9,9,     
Kiran Kumar,user305@example.com,6857680375,Delhi!!!,16-03-2024,Tablet,33147.45,5,review!!!
Raj Sharma,user112@example.com,7152509931,  Delhi  ,09-05-2024,Headphones,16762.47,4,  urgent  
Meena Sharma,user271@example.com,8060641738,Hyderabad!!!,08-12-2022,Tablet,29791.93,7, !!!
Raj Sharma,user264@example.com,9434506659,  Bangalore  ,10-09-2024,Tablet,27769.39,9, !!!
Kiran Sharma,user6@example.com,6667315142,Delhi!!!,09-09-2023,Laptop,13867.3,7,review!!!
Anu Sharma,user145@example.com,,Bangalore!!!,28-05-2024,Camera,39333.85,3,  urgent  
Anu Reddy,user232@example.com,,Hyderabad!!!,02-05-2025,Tablet,5635.02,3,     
Raj Singh,user80@example.com,9301017613,  Mumbai  ,06-08-2020,Tablet,48102.24,4,deliver fast!!!
Meena Singh,user176@example.com,9467052899,Bangalore!!!,26-06-2022,Headphones,9855.57,2,review!!!
Anu Sharma,user402@example.com,6955196414,  Chennai  ,06-07-2024,Laptop,31828.61,5,deliver fast!!!
John Singh,user173@example.com,,  Delhi  ,05-10-2022,Tablet,34652.97,3,  ok  
Kiran Reddy,user447@example.com,,  Hyderabad  ,20-09-2024,Laptop,5528.62,6,     
Anu Reddy,user176@example.com,,Mumbai!!!,03-12-2022,Laptop,37889.82,1,ok!!!
John Das,user157@example.com,8329515295,Delhi!!!,23-02-2020,Laptop,30446.44,1,deliver fast!!!
Meena Sharma,user301@example.com,8756411795,Chennai!!!,01-02-2022,Headphones,16767.75,1,  review  
Raj Das,user365@example.com,9101382844,  Mumbai  ,06-12-2025,Camera,37723.5,6,     
Raj Reddy,,,  Chennai  ,17-12-2021,Headphones,25121.58,8,  ok  
Kiran Das,user393@example.com,6854319368,Delhi!!!,28-10-2023,Headphones,14392.88,7,  ok  
John Reddy,user306@example.com,6912428710,  Delhi  ,15-06-2022,Headphones,36122.67,8,review!!!
Meena Kumar,user450@example.com,,  Chennai  ,27-07-2022,Mobile,21411.66,8,  urgent  
Raj Sharma,,6305486213,Mumbai!!!,27-05-2020,Camera,12166.46,9, !!!
Kiran Sharma,user124@example.com,8276819628,Mumbai!!!,15-05-2022,Tablet,29158.48,3, !!!
John Singh,user426@example.com,,  Hyderabad  ,07-05-2022,Tablet,38815.69,2, !!!
Anu Das,,8036149478,Chennai!!!,24-12-2024,Mobile,10103.11,10,  deliver fast  
Meena Das,user164@example.com,7906016211,Hyderabad!!!,18-09-2023,Tablet,41373.78,3,urgent!!!
Kiran Kumar,user236@example.com,9188775859,  Bangalore  ,15-05-2022,Camera,27317.33,5, !!!
John Reddy,user169@example.com,9312489847,Chennai!!!,17-07-2020,Tablet,41792.58,6,     
Raj Singh,user356@example.com,,Bangalore!!!,26-11-2023,Laptop,47353.69,10,  urgent  
Anu Singh,user411@example.com,7018560357,  Hyderabad  ,14-03-2025,Camera,23657.67,4,  ok  
Kiran Singh,user441@example.com,7475823263,Bangalore!!!,18-05-2023,Tablet,6129.37,6,  deliver fast  
Kiran Das,user358@example.com,7708318047,Chennai!!!,25-05-2025,Laptop,38896.02,3,review!!!
Meena Singh,user404@example.com,8562426836,  Mumbai  ,14-12-2023,Tablet,24020.89,6,  ok  
Kiran Sharma,user310@example.com,9558283328,Chennai!!!,04-07-2024,Camera,33664.03,6,  urgent  
Raj Singh,user330@example.com,8790222260,  Bangalore  ,13-08-2025,Headphones,46115.1,10,  ok  
John Singh,user491@example.com,6208338002,  Hyderabad  ,12-10-2024,Tablet,23828.85,4,ok!!!
John Kumar,user247@example.com,7587181300,  Mumbai  ,01-08-2020,Laptop,2201.91,2,ok!!!
Kiran Singh,user386@example.com,8782610242,Mumbai!!!,01-11-2023,Laptop,2597.37,1,  ok  
Kiran Reddy,user257@example.com,7775472914,  Delhi  ,26-11-2021,Headphones,41939.52,3,     
John Reddy,user96@example.com,9825235018,  Bangalore  ,16-03-2022,Mobile,15954.45,1,ok!!!
Meena Singh,,7563483796,  Chennai  ,03-03-2025,Camera,26507.59,4,  urgent  
Meena Sharma,,6307464731,  Chennai  ,09-10-2024,Mobile,43104.57,10,deliver fast!!!
Kiran Singh,user374@example.com,9141747955,  Mumbai  ,02-07-2023,Camera,25775.87,4,deliver fast!!!
Raj Kumar,user370@example.com,9963899141,  Bangalore  ,22-08-2021,Laptop,16589.28,7, !!!
Kiran Das,user352@example.com,7148920857,Mumbai!!!,03-08-2020,Tablet,39321.03,6,     
Anu Sharma,user281@example.com,9880874754,Delhi!!!,11-10-2020,Camera,11812.34,3,  ok  
Kiran Das,user479@example.com,,Chennai!!!,23-01-2024,Mobile,34113.97,8,urgent!!!
John Singh,user426@example.com,7705927261,Mumbai!!!,14-09-2022,Mobile,42244.93,3,     
Meena Singh,user115@example.com,7739433321,  Chennai  ,01-07-2020,Camera,47612.34,4,deliver fast!!!
Raj Kumar,user483@example.com,8038590435,Mumbai!!!,27-10-2023,Headphones,20418.56,10,review!!!
Raj Sharma,user14@example.com,,Bangalore!!!,02-10-2024,Headphones,5623.65,3,  ok  
Kiran Das,user69@example.com,,  Delhi  ,16-08-2021,Camera,39913,10,deliver fast!!!
Meena Kumar,user403@example.com,6442136234,Hyderabad!!!,21-01-2023,Camera,13352.88,2,deliver fast!!!
John Reddy,user309@example.com,7789188673,Chennai!!!,01-03-2025,Camera,2872.45,2,  review  
Raj Reddy,user254@example.com,9174417897,Mumbai!!!,03-08-2023,Mobile,41976.91,2,review!!!
Kiran Reddy,user236@example.com,6914273285,  Chennai  ,07-04-2023,Mobile,9647.9,10, !!!
John Singh,user135@example.com,7584878097,Bangalore!!!,13-02-2022,Tablet,4715.6,10,  deliver fast  
Raj Singh,user277@example.com,9867781906,  Bangalore  ,18-12-2020,Camera,41792.12,9,ok!!!
John Singh,user355@example.com,9455567406,  Bangalore  ,16-06-2021,Headphones,4834.77,9,deliver fast!!!
Anu Kumar,user77@example.com,6738644660,Bangalore!!!,26-04-2025,Headphones,26447.74,4,     
Raj Singh,user356@example.com,8640634187,  Delhi  ,28-04-2022,Laptop,19265.64,3,     
Anu Sharma,user471@example.com,9934401836,Chennai!!!,07-12-2024,Tablet,42333.77,4,  urgent  
Kiran Kumar,user91@example.com,8659277469,  Chennai  ,22-12-2023,Mobile,38875.62,7,     
John Reddy,user150@example.com,7302603036,Chennai!!!,10-10-2020,Camera,29408.15,9,  deliver fast  
John Reddy,user258@example.com,8047001447,Mumbai!!!,06-03-2020,Camera,22422.84,3,review!!!
John Reddy,user101@example.com,8138760033,  Chennai  ,27-03-2024,Mobile,39711.04,5,deliver fast!!!
John Das,user460@example.com,,Chennai!!!,14-10-2024,Tablet,16961.21,2,  review  
Meena Reddy,user497@example.com,,Chennai!!!,25-12-2021,Mobile,29130.06,6,     
John Das,user249@example.com,7195861218,Delhi!!!,01-07-2022,Laptop,38153.51,5,  review  
